Radix sort, 1000000, 0.00531707
std::sort, 1000000, 0.00852528
Radix sort, 1000000, 0.0108613
std::sort, 1000000, 0.0118139
Radix sort, 1000000, 0.00945858
std::sort, 1000000, 0.0154256
Radix sort, 1000000, 0.0159203
std::sort, 1000000, 0.0187646
Radix sort, 1000000, 0.0139725
std::sort, 1000000, 0.022356
Radix sort, 1000000, 0.0214051
std::sort, 1000000, 0.0249178
Radix sort, 1000000, 0.0197246
std::sort, 1000000, 0.0289056
Radix sort, 1000000, 0.0298394
std::sort, 1000000, 0.032623
Radix sort, 1000000, 0.0280016
std::sort, 1000000, 0.0349041
Radix sort, 1000000, 0.0505337
std::sort, 1000000, 0.0379853
Radix sort, 1000000, 0.0499444
std::sort, 1000000, 0.0422719
Radix sort, 1000000, 0.178993
std::sort, 1000000, 0.0440282
Radix sort, 1000000, 0.185266
std::sort, 1000000, 0.0427403
Radix sort, 1000000, 1.32631
std::sort, 1000000, 0.0469391
Radix sort, 1000000, 1.36861
std::sort, 1000000, 0.0441004
Radix sort, 1000000, 12.6591
std::sort, 1000000, 0.0431271
Radix sort, 1000000, 12.8974
std::sort, 1000000, 0.0492657
